X,Y,OBJECTID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER
-10644420.1659,3554496.9293,68633,300552,WALDEN,MONTGOMERY,TX,77356,SUBSTATION,IN SERVICE,MONTGOMERY,48339,USA,30.3955563330001,-95.620453256,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/10 00:00:00+00,IMAGERY,2017/05/10 00:00:00+00,2,138.0,69.0,N,N
-11343555.4191,4161831.7477,68634,300553,CANYON EAST,CANYON,TX,79015,SUBSTATION,IN SERVICE,RANDALL,48381,USA,34.9849179880001,-101.900892092,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,1,115.0,34.5,N,N
-10604040.3878,3799793.9478,68639,300558,UNKNOWN300558,TYLER,TX,75707,SUBSTATION,IN SERVICE,SMITH,48423,USA,32.277513356,-95.257715538,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016/01/26 00:00:00+00,IMAGERY,2016/01/26 00:00:00+00,7,345.0,69.0,N,N
-10618689.7173,3480246.2982,68640,300559,AIRLINE,HOUSTON,TX,77022,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.818541447,-95.389312704,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/08 00:00:00+00,IMAGERY,2017/05/08 00:00:00+00,2,138.0,69.0,N,N
-10616732.9375,3380505.9185,68641,300560,UNKNOWN300560,CLUTE,TX,77531,SUBSTATION,NOT AVAILABLE,BRAZORIA,48039,USA,29.0381762850001,-95.371734652,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/02 00:00:00+00,IMAGERY/OTHER,2018/01/02 00:00:00+00,0,138.0,-999999.0,Y,N
-11134855.3709,4317226.1696,68644,300563,UNKNOWN300563,HIGGINS,TX,79046,SUBSTATION,NOT AVAILABLE,LIPSCOMB,48295,USA,36.12058338,-100.026107661,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,0,115.0,-999999.0,Y,N
-10773420.6271,3896844.0724,68645,300564,UNKNOWN300564,PLANO,TX,75093,SUBSTATION,IN SERVICE,COLLIN,48085,USA,33.0116022730001,-96.779284116,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/04/25 00:00:00+00,IMAGERY,2017/04/25 00:00:00+00,7,138.0,13.8,N,N
-10930364.9958,3041699.5856,68646,300565,NORTH EDINBURG,EDINBURG,TX,78541,SUBSTATION,IN SERVICE,HIDALGO,48215,USA,26.3435975580001,-98.1891393669999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/31 00:00:00+00,IMAGERY,2017/05/31 00:00:00+00,10,345.0,138.0,N,N
-10885917.5427,3802461.7629,68647,300566,COMANCHE PEAK,GLEN ROSE,TX,76043,SUBSTATION,IN SERVICE,SOMERVELL,48425,USA,32.297773147,-97.789861103,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/01/18 00:00:00+00,IMAGERY,2017/01/18 00:00:00+00,9,345.0,69.0,N,N
-11048594.1344,3307201.8334,68648,300567,UNKNOWN300567,COTULLA,TX,78014,SUBSTATION,IN SERVICE,LA SALLE,48283,USA,28.4608513630001,-99.25120979,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/31 00:00:00+00,IMAGERY,2017/05/31 00:00:00+00,3,138.0,69.0,N,N
-10694185.4618,3946898.2219,68650,300569,UNKNOWN300569,WOLFE CITY,TX,75496,SUBSTATION,IN SERVICE,FANNIN,48147,USA,33.387848315,-96.0675025149999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/24 00:00:00+00,IMAGERY,2015/08/24 00:00:00+00,1,138.0,69.0,Y,Y
-11092124.4458,3729155.829,68651,300570,UNKNOWN300570,TALPA,TX,76882,SUBSTATION,NOT AVAILABLE,COLEMAN,48083,USA,31.7394351400001,-99.6422492299999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/19 00:00:00+00,IMAGERY,2017/04/19 00:00:00+00,1,138.0,69.0,Y,Y
-10796150.3449,3351106.755,68654,300573,UNKNOWN300573,VICTORIA,TX,77901,SUBSTATION,IN SERVICE,VICTORIA,48469,USA,28.8070191830001,-96.983468645,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/09/11 00:00:00+00,IMAGERY,2015/09/11 00:00:00+00,2,69.0,-999999.0,Y,N
-10967317.9697,3967015.153,68655,300574,UNKNOWN300574,WINDTHORST,TX,76389,SUBSTATION,IN SERVICE,ARCHER,48009,USA,33.538606615,-98.52109358,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/28 00:00:00+00,IMAGERY,2015/08/28 00:00:00+00,4,138.0,69.0,N,N
-10768290.3097,3343414.6134,68657,300576,UNKNOWN300576,LA SALLE,TX,77951,SUBSTATION,IN SERVICE,VICTORIA,48469,USA,28.746453162,-96.7331976899999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/05/08 00:00:00+00,IMAGERY,2017/05/08 00:00:00+00,2,138.0,69.0,N,N
-10813531.8284,3444210.7185,68658,300577,UNKNOWN300577,SHINER,TX,77984,SUBSTATION,IN SERVICE,LAVACA,48285,USA,29.537292699,-97.1396091679999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/06 00:00:00+00,UNVERIFIED,2018/08/06 00:00:00+00,1,-999999.0,-999999.0,N,N
-10741107.7056,3668991.6996,68660,300579,UNKNOWN300579,KOSSE,TX,76653,SUBSTATION,NOT AVAILABLE,LIMESTONE,48293,USA,31.278660969,-96.489012203,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/24 00:00:00+00,IMAGERY/OTHER,2018/01/24 00:00:00+00,0,138.0,-999999.0,Y,N
-11434638.7277,3862981.466,68661,300580,ATLANTIC,SEMINOLE,TX,79360,SUBSTATION,NOT AVAILABLE,GAINES,48165,USA,32.7561497140001,-102.719107375,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/21 00:00:00+00,IMAGERY,2017/03/21 00:00:00+00,0,115.0,69.0,N,N
-10585439.3834,3389995.7051,68663,300582,WESTBAY,GALVESTON,TX,77554,SUBSTATION,IN SERVICE,GALVESTON,48167,USA,29.112681562,-95.090619872,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016/11/28 00:00:00+00,IMAGERY,2016/11/28 00:00:00+00,1,138.0,69.0,Y,Y
-10535161.9465,3708170.5256,68664,300583,UNKNOWN300583,NACOGDOCHES,TX,75961,SUBSTATION,NOT AVAILABLE,NACOGDOCHES,48347,USA,31.578974777,-94.638969972,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/12/22 00:00:00+00,IMAGERY/OTHER,2017/12/22 00:00:00+00,0,138.0,-999999.0,Y,N
-10575349.5407,3633554.3529,68665,300584,UNKNOWN300584,GROVETON,TX,75845,SUBSTATION,NOT AVAILABLE,TRINITY,48455,USA,31.0061999640001,-94.9999812729999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/12/22 00:00:00+00,IMAGERY/OTHER,2017/12/22 00:00:00+00,1,138.0,-999999.0,Y,N
-10762104.4523,3882162.8972,68666,300585,GARLAND,GARLAND,TX,75042,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.900940925,-96.677629188,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/04/25 00:00:00+00,IMAGERY,2017/04/25 00:00:00+00,2,138.0,69.0,N,N
-11294632.9569,3656789.7938,68670,300589,BIG LAKE,BIG LAKE,TX,76932,SUBSTATION,IN SERVICE,REAGAN,48383,USA,31.1849346820001,-101.461414137,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/21 00:00:00+00,IMAGERY,2017/03/21 00:00:00+00,4,138.0,69.0,N,N
-11299025.2594,3795299.585,68672,300591,UNKNOWN300591,BIG SPRING,TX,79720,SUBSTATION,IN SERVICE,HOWARD,48227,USA,32.243372251,-101.500870862,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/19 00:00:00+00,IMAGERY,2017/04/19 00:00:00+00,3,69.0,-999999.0,Y,N
-10640066.5753,3980430.1694,68673,300592,UNKNOWN300592,PARIS,TX,75460,SUBSTATION,IN SERVICE,LAMAR,48277,USA,33.6389942490001,-95.581344286,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2016/01/26 00:00:00+00,IMAGERY,2016/01/26 00:00:00+00,11,345.0,69.0,N,N
-10695139.8568,3456216.8966,68675,300594,WALLIS,WALLIS,TX,77485,SUBSTATION,IN SERVICE,AUSTIN,48015,USA,29.631085306,-96.076075992,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,2,138.0,69.0,N,N
-10771021.0113,3802780.713,68676,300595,UNKNOWN300595,WAXAHACHIE,TX,75165,SUBSTATION,IN SERVICE,ELLIS,48139,USA,32.300195,-96.757728,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/06 00:00:00+00,UNVERIFIED,2018/08/06 00:00:00+00,2,-999999.0,-999999.0,N,N
-10760127.7467,3866571.9193,68679,300598,MESQUITE FORNEY RD,MESQUITE,TX,75149,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.7832702380001,-96.659872139,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/01/11 00:00:00+00,IMAGERY,2017/01/11 00:00:00+00,2,138.0,69.0,N,N
-10638365.6285,3503120.9215,68681,300600,UNKNOWN300600,KOHRVILLE,TX,77070,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.9966630860001,-95.566064421,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015/06/11 00:00:00+00,IMAGERY,2015/06/11 00:00:00+00,2,138.0,69.0,Y,Y
-10786251.0025,3861127.7796,68683,300602,CALUMET,DALLAS,TX,75211,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.742144642,-96.8945413389999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2015/07/07 00:00:00+00,IMAGERY,2015/07/07 00:00:00+00,3,138.0,13.8,N,N
-11157269.5479,4086761.253,68685,300604,UNKNOWN300604,CHILDRESS,TX,79201,SUBSTATION,IN SERVICE,CHILDRESS,48075,USA,34.430544981,-100.227457639,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/09/07 00:00:00+00,UNVERIFIED,2018/09/07 00:00:00+00,3,-999999.0,-999999.0,N,N
-10740871.0688,3863210.187,68686,300605,FORNEY SW,FORNEY,TX,75126,SUBSTATION,IN SERVICE,KAUFMAN,48257,USA,32.7578776070001,-96.4868864589999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/01/10 00:00:00+00,IMAGERY,2017/01/10 00:00:00+00,8,345.0,69.0,Y,Y
-10875247.166,3564657.0722,68687,300606,ROUND ROCK SOUTH,AUSTIN,TX,78681,SUBSTATION,IN SERVICE,WILLIAMSON,48491,USA,30.4742498960001,-97.6940074779999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/02/02 00:00:00+00,IMAGERY,2017/02/02 00:00:00+00,3,138.0,69.0,N,N
-10618532.8771,3543877.5086,68688,300607,UNKNOWN300607,CONROE,TX,77306,SUBSTATION,IN SERVICE,MONTGOMERY,48339,USA,30.3132376990001,-95.3879037839999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/09/04 00:00:00+00,UNVERIFIED,2018/09/04 00:00:00+00,1,-999999.0,-999999.0,N,N
-10603994.7062,3446357.078,68692,300611,MARY'S CREEK,PEARLAND,TX,77581,SUBSTATION,IN SERVICE,BRAZORIA,48039,USA,29.5540665180001,-95.257305173,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/02 00:00:00+00,IMAGERY,2017/05/02 00:00:00+00,1,138.0,69.0,Y,Y
-10602231.8407,3468042.2013,68694,300613,UNKNOWN300613,GALENA PARK,TX,77547,SUBSTATION,NOT AVAILABLE,HARRIS,48201,USA,29.7233796360001,-95.241469083,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/04 00:00:00+00,IMAGERY/OTHER,2018/01/04 00:00:00+00,0,138.0,-999999.0,Y,N
-10796498.6732,3859723.4164,68696,300615,FISH CREEK 138,DALLAS,TX,75051,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.7315328550001,-96.986597731,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/01/13 00:00:00+00,IMAGERY,2017/01/13 00:00:00+00,5,138.0,13.8,N,N
-11233393.1877,3751615.8406,68700,300619,UNKNOWN300619,STERLING CITY,TX,76951,SUBSTATION,IN SERVICE,STERLING,48431,USA,31.9108641510001,-100.91128793,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/02/12 00:00:00+00,IMAGERY,2019/02/12 00:00:00+00,0,-999999.0,-999999.0,N,N
-11370769.3224,4047288.23,68701,300620,TAP300620,OLTON,TX,79064,TAP,IN SERVICE,LAMB,48279,USA,34.1375619840001,-102.145358745,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/19 00:00:00+00,IMAGERY/OTHER,2017/04/19 00:00:00+00,3,115.0,115.0,N,N
-10608711.2215,3472859.7249,68703,300622,CLINTON,HOUSTON,TX,77020,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.76095522,-95.299674351,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/08 00:00:00+00,IMAGERY,2017/05/08 00:00:00+00,1,138.0,69.0,N,N
-10658342.2939,3384569.8391,68704,300623,UNKNOWN300623,OLD OCEAN,TX,77480,SUBSTATION,IN SERVICE,BRAZORIA,48039,USA,29.0700891330001,-95.7455178599999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/08 00:00:00+00,IMAGERY,2017/05/08 00:00:00+00,4,138.0,69.0,N,N
-10824725.042,3807580.3778,68706,300625,GRANDVIEW TMPP,ALVARADO,TX,76009,SUBSTATION,IN SERVICE,JOHNSON,48251,USA,32.3366320050001,-97.2401595159999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/05/01 00:00:00+00,IMAGERY,2017/05/01 00:00:00+00,3,138.0,69.0,N,N
-10509495.7104,3959347.8841,68708,300627,UNKNOWN300627,NEW BOSTON,TX,75570,SUBSTATION,IN SERVICE,BOWIE,48037,USA,33.4811782570001,-94.40840625,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/05 00:00:00+00,IMAGERY,2015/08/05 00:00:00+00,3,138.0,69.0,Y,Y
-10439547.3796,3689441.6548,68710,300629,UNKNOWN300629,MILAM,TX,75948,SUBSTATION,IN SERVICE,SABINE,48403,USA,31.4355341190001,-93.780049704,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/27 00:00:00+00,UNVERIFIED,2018/08/27 00:00:00+00,1,-999999.0,-999999.0,N,N
-10976999.816,3454436.2678,68712,300631,LA SIERRA,SAN ANTONIO,TX,78256,SUBSTATION,IN SERVICE,BEXAR,48029,USA,29.6171804890001,-98.608067085,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/01/09 00:00:00+00,IMAGERY,2017/01/09 00:00:00+00,2,138.0,69.0,N,N
-10781364.2525,3892925.4805,68714,300633,CARROLLTON-TARPLEY ROAD,CARROLLTON,TX,75006,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.9820789140001,-96.850642917,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/05/01 00:00:00+00,IMAGERY,2017/05/01 00:00:00+00,4,138.0,13.8,N,N
-10589446.5278,3453322.7021,68715,300634,CLEAR LAKE,HOUSTON,TX,77059,SUBSTATION,NOT AVAILABLE,HARRIS,48201,USA,29.6084837500001,-95.1266166629999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/02/13 00:00:00+00,IMAGERY/OTHER,2017/02/13 00:00:00+00,0,345.0,69.0,N,N
-10892660.2115,3520950.9521,68716,300635,MANCHACA,MANCHACA,TX,78652,SUBSTATION,IN SERVICE,TRAVIS,48453,USA,30.135281918,-97.850431527,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/03 00:00:00+00,IMAGERY,2017/05/03 00:00:00+00,2,138.0,69.0,N,N
-10928690.5425,3028507.3072,68717,300636,UNKNOWN300636,PHARR,TX,78577,SUBSTATION,IN SERVICE,HIDALGO,48215,USA,26.2373478100001,-98.174097497,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/06 00:00:00+00,IMAGERY,2017/03/06 00:00:00+00,3,138.0,69.0,N,N
-10873285.962,3869599.5665,68718,300637,PARKER,WILLOW PARK,TX,76087,SUBSTATION,IN SERVICE,PARKER,48367,USA,32.806133177,-97.676389683,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/01/18 00:00:00+00,IMAGERY,2017/01/18 00:00:00+00,11,345.0,69.0,N,N
-10869928.354,3229977.9847,68719,300638,UNKNOWN300638,CORPUS CHRISTI,TX,78380,SUBSTATION,NOT AVAILABLE,NUECES,48355,USA,27.8492266550001,-97.646227777,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/04/24 00:00:00+00,IMAGERY,2017/04/24 00:00:00+00,0,345.0,69.0,Y,Y
-11165274.1353,4030771.7865,68720,300639,UNKNOWN300639,PADUCAH,TX,79248,SUBSTATION,NOT AVAILABLE,COTTLE,48101,USA,34.0146682700001,-100.299364071,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,2,230.0,69.0,Y,Y
-10835297.7544,3863854.2564,68721,300640,UNKNOWN300640,FORT WORTH,TX,76164,SUBSTATION,IN SERVICE,TARRANT,48439,USA,32.762743105,-97.335135808,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/05/01 00:00:00+00,IMAGERY,2017/05/01 00:00:00+00,4,138.0,69.0,N,N
-10912458.9137,3760711.516,68723,300642,UNKNOWN300642,HICO,TX,76457,SUBSTATION,NOT AVAILABLE,HAMILTON,48193,USA,31.9801974550001,-98.028286295,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/12/22 00:00:00+00,IMAGERY/OTHER,2017/12/22 00:00:00+00,1,69.0,-999999.0,Y,N
-10686977.0476,3798380.5043,68724,300643,UNKNOWN300643,EUSTACE,TX,75124,SUBSTATION,NOT AVAILABLE,HENDERSON,48213,USA,32.266777618,-96.002748229,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/08 00:00:00+00,IMAGERY/OTHER,2018/01/08 00:00:00+00,2,138.0,-999999.0,Y,N
-11468865.0878,3708738.0595,68725,300644,UNKNOWN300644,MONAHANS,TX,79756,SUBSTATION,NOT AVAILABLE,WARD,48475,USA,31.5833179680001,-103.026567999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016/12/21 00:00:00+00,IMAGERY,2016/12/21 00:00:00+00,1,69.0,-999999.0,Y,N
-10603429.9943,3475114.0379,68726,300645,OATES REIT,HOUSTON,TX,77013,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.77853351,-95.25223228,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/05/15 00:00:00+00,IMAGERY,2017/05/15 00:00:00+00,2,138.0,69.0,N,N
-10909296.69,3435258.2832,68727,300646,ELM CREEK,NEW BERLIN,TX,78155,SUBSTATION,IN SERVICE,GUADALUPE,48187,USA,29.4672993360001,-97.9998795559999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2016/01/26 00:00:00+00,IMAGERY,2016/01/26 00:00:00+00,8,345.0,13.8,N,N
-11392273.073,3686223.4952,68728,300647,UNKNOWN300647,CRANE,TX,79731,SUBSTATION,IN SERVICE,CRANE,48103,USA,31.410864733,-102.338530223,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/21 00:00:00+00,IMAGERY,2017/03/21 00:00:00+00,2,138.0,69.0,N,N
-10990101.4419,3478406.4255,68729,300648,BOERNE,BOERNE,TX,78006,SUBSTATION,IN SERVICE,KENDALL,48259,USA,29.804200773,-98.7257609929999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/01/09 00:00:00+00,IMAGERY,2017/01/09 00:00:00+00,2,138.0,69.0,Y,Y
-10774854.0951,3871813.7236,68732,300651,ARMSTRONG,DALLAS,TX,75205,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.8228494150001,-96.792161178,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/01/11 00:00:00+00,IMAGERY,2017/01/11 00:00:00+00,4,138.0,69.0,N,N
-10735504.2205,3921431.5159,68733,300652,UNKNOWN300652,PRINCETON,TX,75407,SUBSTATION,IN SERVICE,COLLIN,48085,USA,33.1966227140001,-96.43867524,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/14 00:00:00+00,IMAGERY,2015/08/14 00:00:00+00,2,138.0,69.0,N,N
-11098503.017,3404568.8083,68734,300653,DOWNIE,UVALDE,TX,78801,SUBSTATION,IN SERVICE,UVALDE,48463,USA,29.226991474,-99.69954891,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2017/03/15 00:00:00+00,IMAGERY,2017/03/15 00:00:00+00,4,138.0,69.0,N,N
-10625204.4592,3463015.5689,68735,300654,BRAYS,HOUSTON,TX,77096,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.684158047,-95.447835626,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2016/11/30 00:00:00+00,IMAGERY,2016/11/30 00:00:00+00,2,138.0,69.0,N,N
-11007802.8545,3501784.6526,68739,300658,UNKNOWN300658,COMFORT,TX,78013,SUBSTATION,IN SERVICE,KENDALL,48259,USA,29.986266503,-98.8847754879999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2015/06/17 00:00:00+00,IMAGERY,2015/06/17 00:00:00+00,2,138.0,69.0,N,N
-11393765.7927,3971449.4115,68740,300659,UNKNOWN300659,LEVELLAND,TX,79336,SUBSTATION,NOT AVAILABLE,HOCKLEY,48219,USA,33.571802108,-102.351939553,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,1,138.0,69.0,Y,Y
-10789595.0898,3844306.7332,68742,300661,CEDAR HILL,CEDAR HILL,TX,75104,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.6149567840001,-96.924581786,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/01/13 00:00:00+00,IMAGERY,2017/01/13 00:00:00+00,3,138.0,69.0,Y,Y
-10888466.0248,3646946.8503,68743,300662,UNKNOWN300662,FORT HOOD,TX,76549,SUBSTATION,IN SERVICE,BELL,48027,USA,31.1092605540001,-97.812754507,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/09/10 00:00:00+00,UNVERIFIED,2018/09/10 00:00:00+00,1,-999999.0,-999999.0,N,N
-11311678.9894,3661226.7515,68745,300664,UNKNOWN300664,BIG LAKE,TX,76932,SUBSTATION,NOT AVAILABLE,REAGAN,48383,USA,31.2190269640001,-101.614541252,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/21 00:00:00+00,IMAGERY,2017/03/21 00:00:00+00,0,69.0,-999999.0,Y,N
-10580164.4072,3788606.0559,68746,300665,UNKNOWN300665,TROUP,TX,75789,SUBSTATION,IN SERVICE,SMITH,48423,USA,32.192501543,-95.0432339549999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/09/25 00:00:00+00,UNVERIFIED,2018/09/25 00:00:00+00,1,-999999.0,-999999.0,N,N
-10686348.5664,3844500.3109,68747,300666,UNKNOWN300666,WILLS POINT,TX,75169,SUBSTATION,IN SERVICE,VAN ZANDT,48467,USA,32.6164215000001,-95.997102486,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/07/03 00:00:00+00,UNVERIFIED,2018/07/03 00:00:00+00,2,-999999.0,-999999.0,N,N
-10970729.9758,3766062.6705,68749,300668,UNKNOWN300668,COMANCHE,TX,76442,SUBSTATION,IN SERVICE,COMANCHE,48093,USA,32.0209630700001,-98.551744152,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/08 00:00:00+00,IMAGERY/OTHER,2018/01/08 00:00:00+00,3,138.0,-999999.0,Y,N
-10630655.4559,3455907.2774,68750,300669,BLUERIDGE,HOUSTON,TX,77085,SUBSTATION,IN SERVICE,HARRIS,48201,USA,29.628667647,-95.496802762,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap",2016/11/30 00:00:00+00,IMAGERY,2016/11/30 00:00:00+00,1,138.0,69.0,Y,Y
-10924925.1851,3049457.1213,68751,300670,UNKNOWN300670,EDINBURG,TX,78541,SUBSTATION,NOT AVAILABLE,HIDALGO,48215,USA,26.406030749,-98.140272716,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/06 00:00:00+00,IMAGERY,2017/03/06 00:00:00+00,0,138.0,-999999.0,Y,N
-11337024.8073,3975702.9675,68753,300672,UNKNOWN300672,LUBBOCK,TX,79403,SUBSTATION,IN SERVICE,LUBBOCK,48303,USA,33.603632846,-101.842226608,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/12 00:00:00+00,IMAGERY,2017/04/12 00:00:00+00,5,115.0,69.0,N,N
-10563166.7715,3508110.7695,68754,300673,UNKNOWN300673,DAYTON,TX,77535,SUBSTATION,IN SERVICE,LIBERTY,48291,USA,30.0354760110001,-94.8905415949999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/15 00:00:00+00,IMAGERY,2017/05/15 00:00:00+00,4,138.0,69.0,N,N
