X,Y,OBJECTID,ID,NAME,CITY,STATE,ZIP,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,LINES,MAX_VOLT,MIN_VOLT,MAX_INFER,MIN_INFER
-10473459.5714,3964263.9387,41644,156744,UNKNOWN156744,TEXARKANA,TX,75503,SUBSTATION,IN SERVICE,BOWIE,48037,USA,33.5180042200001,-94.084688106,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2016/09/16 00:00:00+00,IMAGERY,2016/09/16 00:00:00+00,2,69.0,69.0,N,N
-10468306.9143,3758030.5786,46784,161924,TAP161924,JOAQUIN,TX,75954,TAP,IN SERVICE,SHELBY,48419,USA,31.9597670000001,-94.038401,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/03/26 00:00:00+00,IMAGERY,2019/03/26 00:00:00+00,2,138.0,138.0,N,N
-10468277.5764,3757988.0883,46785,161925,UNKNOWN161925,JOAQUIN,TX,75954,SUBSTATION,IN SERVICE,SHELBY,48419,USA,31.95944316,-94.038137453,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/03/26 00:00:00+00,IMAGERY,2019/03/26 00:00:00+00,0,-999999.0,-999999.0,Y,Y
-11155285.2781,4144043.1297,48500,166905,UNKNOWN166905,WELLINGTON,TX,79095,SUBSTATION,NOT AVAILABLE,COLLINGSWORTH,48087,USA,34.853890489,-100.20963264,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/07/03 00:00:00+00,IMAGERY,2019/07/03 00:00:00+00,0,-999999.0,-999999.0,N,N
-10495904.7972,3784287.567,54090,172446,TAP172446,CARTHAGE,TX,75633,TAP,NOT AVAILABLE,PANOLA,48365,USA,32.1596660000001,-94.2863169999999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020/04/13 00:00:00+00,IMAGERY,2020/04/13 00:00:00+00,2,-999999.0,-999999.0,N,N
-10474585.4449,3514970.2706,54362,172753,UNKNOWN172753,BEAUMONT,TX,77701,SUBSTATION,IN SERVICE,JEFFERSON,48245,USA,30.088807,-94.094802,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020/04/13 00:00:00+00,IMAGERY,2020/04/13 00:00:00+00,0,69.0,69.0,Y,Y
-11330997.5684,4369490.9514,54363,172760,UNKNOWN172760,TEXHOMA,TX,73949,SUBSTATION,IN SERVICE,SHERMAN,48421,USA,36.4989200000001,-101.788083,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020/04/13 00:00:00+00,IMAGERY,2020/04/13 00:00:00+00,2,69.0,69.0,Y,Y
-11295164.2865,4368534.972,54980,173370,UNKNOWN173370,GRUVER,TX,79040,SUBSTATION,IN SERVICE,HANSFORD,48195,USA,36.492016307,-101.466187152,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020/04/29 00:00:00+00,IMAGERY,2020/04/29 00:00:00+00,0,-999999.0,-999999.0,N,N
-11294837.5489,4368675.0312,55983,175131,UNKNOWN175131,GRUVER,TX,79040,SUBSTATION,NOT AVAILABLE,HANSFORD,48195,USA,36.493027796,-101.463252018,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020/11/06 00:00:00+00,IMAGERY,2020/11/06 00:00:00+00,0,-999999.0,-999999.0,N,N
-11294966.9001,4368629.3647,55984,175132,UNKNOWN175132,GRUVER,TX,79040,SUBSTATION,NOT AVAILABLE,HANSFORD,48195,USA,36.4926980000001,-101.464414,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020/11/06 00:00:00+00,IMAGERY,2020/11/06 00:00:00+00,0,-999999.0,-999999.0,N,N
-11294827.8621,4368622.3028,55985,175133,TAP175133,GRUVER,TX,79040,TAP,NOT AVAILABLE,HANSFORD,48195,USA,36.492647,-101.463165,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020/11/06 00:00:00+00,IMAGERY,2020/11/06 00:00:00+00,1,-999999.0,-999999.0,N,N
-10490153.1193,3513750.4193,56621,175814,UNKNOWN175814,BEAUMONT,TX,77713,SUBSTATION,NOT AVAILABLE,JEFFERSON,48245,USA,30.0793250470001,-94.234648798,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2021/01/07 00:00:00+00,IMAGERY,2021/01/07 00:00:00+00,0,-999999.0,-999999.0,N,N
-11374049.0216,3989203.6589,68089,300001,UNKNOWN300001,WHITHARRAL,TX,79336,SUBSTATION,IN SERVICE,HOCKLEY,48219,USA,33.704585062,-102.174820784,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/12 00:00:00+00,IMAGERY,2017/04/12 00:00:00+00,1,69.0,69.0,Y,Y
-11621084.9181,3678758.4371,68090,300002,TAP300002,SALT FLAT,TX,79847,TAP,NOT AVAILABLE,CULBERSON,48109,USA,31.353615,-104.393982,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/12/16 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,0,-999999.0,-999999.0,N,N
-11154614.4063,4118725.8404,68091,300003,TAP300003,CHILDRESS,TX,79201,TAP,NOT AVAILABLE,CHILDRESS,48075,USA,34.667047935,-100.203606096,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/02/20 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,0,-999999.0,-999999.0,N,N
-11422816.162,3764857.6617,68104,300016,TAP300016,GOLDSMITH,TX,79741,TAP,NOT AVAILABLE,ECTOR,48135,USA,32.0117847770001,-102.61290346,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/02/20 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,0,-999999.0,-999999.0,N,N
-11455183.5741,3725686.6934,68105,300017,TAP300017,MONAHANS,TX,79756,TAP,NOT AVAILABLE,WINKLER,48495,USA,31.71292814,-102.90366487,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/02/20 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,4,138.0,138.0,N,N
-11240464.2426,3878238.619,68106,300018,UNKNOWN300018,DERMOTT,TX,79549,SUBSTATION,IN SERVICE,SCURRY,48415,USA,32.8713376860001,-100.974808297,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/11 00:00:00+00,IMAGERY,2017/04/11 00:00:00+00,1,69.0,69.0,Y,Y
-10814746.0905,3709074.1205,68130,300044,TAP300044,WACO,TX,76704,TAP,IN SERVICE,MCLENNAN,48309,USA,31.5858896600001,-97.15051707,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/06 00:00:00+00,UNVERIFIED,2018/08/06 00:00:00+00,0,-999999.0,-999999.0,N,N
-11435614.7819,4110670.5564,68132,300046,TAP300046,FRIONA,TX,79035,TAP,IN SERVICE,PARMER,48369,USA,34.6075110200001,-102.727875419,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/22 00:00:00+00,IMAGERY/OTHER,2017/03/22 00:00:00+00,5,115.0,115.0,N,N
-11455250.0953,3894485.44,68134,300048,TAP300048,DENVER CITY,TX,79323,TAP,IN SERVICE,YOAKUM,48501,USA,32.9938331060001,-102.90426244,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/21 00:00:00+00,IMAGERY/OTHER,2017/03/21 00:00:00+00,5,115.0,115.0,N,N
-10592506.7494,3480257.9503,68135,300049,TAP300049,CLOVERLEAF,TX,77049,TAP,IN SERVICE,HARRIS,48201,USA,29.8186322610001,-95.154107101,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/14 00:00:00+00,IMAGERY/OTHER,2015/08/14 00:00:00+00,6,138.0,138.0,Y,Y
-10546800.625,3928672.1288,68136,300050,TAP300050,OMAHA,TX,75571,TAP,IN SERVICE,MORRIS,48343,USA,33.2510340000001,-94.743522,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/27 00:00:00+00,IMAGERY,2018/08/27 00:00:00+00,3,69.0,69.0,Y,Y
-11442118.1398,3862781.7733,68137,300051,TAP300051,SEMINOLE,TX,79360,TAP,IN SERVICE,GAINES,48165,USA,32.7546410910001,-102.786296077,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/12/22 00:00:00+00,IMAGERY/OTHER,2017/12/22 00:00:00+00,3,115.0,115.0,Y,Y
-11399000.3433,3642054.2339,68145,300059,TAP300059,FORT STOCKTON,TX,79735,TAP,IN SERVICE,PECOS,48371,USA,31.0716228700001,-102.398962321,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY http://www.ercot.com/content/wcm/key_documents_lists/103990/9_Far_West_Texas_Regional_Planning_Group__RPG__Project.pdf,2019/01/22 00:00:00+00,IMAGERY,2019/01/22 00:00:00+00,3,138.0,138.0,N,N
-10517026.5899,3944409.7651,68146,300060,TAP300060,SIMMS,TX,75574,TAP,IN SERVICE,BOWIE,48037,USA,33.3691813560001,-94.476057292,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/14 00:00:00+00,IMAGERY/OTHER,2015/08/14 00:00:00+00,4,138.0,69.0,Y,Y
-10971167.4116,4028302.3126,68148,300062,TAP300062,PLEASANT VALLEY,TX,76305,TAP,IN SERVICE,WICHITA,48485,USA,33.9962783660001,-98.5556737049999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/26 00:00:00+00,IMAGERY/OTHER,2017/04/26 00:00:00+00,5,138.0,69.0,N,N
-10773042.9827,3858958.2967,68149,300063,TAP300063,DALLAS,TX,75203,TAP,IN SERVICE,DALLAS,48113,USA,32.725750851,-96.7758916779999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,EROCT,2017/01/17 00:00:00+00,IMAGERY/OTHER,2017/01/17 00:00:00+00,1,138.0,138.0,N,N
-10962363.4086,4016055.3834,68150,300064,TAP300064,WICHITA FALLS,TX,76301,TAP,IN SERVICE,WICHITA,48485,USA,33.905018,-98.4765859999999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/06 00:00:00+00,UNVERIFIED,2018/08/06 00:00:00+00,3,69.0,69.0,N,N
-10542415.9608,3898625.3956,68153,300067,TAP300067,HUGHES SPRINGS,TX,75656,TAP,NOT AVAILABLE,MORRIS,48343,USA,33.0250198090001,-94.704133891,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/04/01 00:00:00+00,IMAGERY,2020/04/29 00:00:00+00,2,69.0,69.0,Y,Y
-10777904.6556,3890312.8586,68154,300068,KNOLL TRAIL,DALLAS,TX,75248,SUBSTATION,IN SERVICE,DALLAS,48113,USA,32.9623894750001,-96.8195648289999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2017/02/01 00:00:00+00,IMAGERY,2017/02/01 00:00:00+00,3,138.0,13.8,N,N
-10573993.3417,3478527.9048,68155,300069,TAP300069,BAYTOWN,TX,77521,TAP,IN SERVICE,HARRIS,48201,USA,29.805147693,-94.98779833,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/08 00:00:00+00,IMAGERY/OTHER,2017/05/08 00:00:00+00,2,138.0,138.0,N,N
-10591447.3917,3472399.7805,68156,300070,TAP300070,CLOVERLEAF,TX,77015,TAP,IN SERVICE,HARRIS,48201,USA,29.757368367,-95.144590729,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/08 00:00:00+00,IMAGERY/OTHER,2017/05/08 00:00:00+00,5,138.0,138.0,N,N
-10958108.4575,4016584.9242,68157,300071,TAP300071,WICHITA FALLS,TX,76305,TAP,IN SERVICE,WICHITA,48485,USA,33.9089660000001,-98.438363124,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/06 00:00:00+00,UNVERIFIED,2018/08/06 00:00:00+00,2,69.0,69.0,N,N
-11391752.0729,4151474.9132,68161,300075,TAP300075,HEREFORD,TX,79045,TAP,IN SERVICE,DEAF SMITH,48117,USA,34.9086570000001,-102.33385,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/07/03 00:00:00+00,IMAGERY,2018/07/03 00:00:00+00,3,69.0,69.0,N,N
-10752935.5954,3876795.1187,68162,300076,TAP300076,GARLAND,TX,75043,TAP,IN SERVICE,DALLAS,48113,USA,32.8604459900001,-96.5952639449999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/12/22 00:00:00+00,IMAGERY/OTHER,2017/12/22 00:00:00+00,2,138.0,138.0,Y,Y
-10941349.0717,3348204.1602,68164,300078,TAP300078,CAMPBELLTON,TX,78008,TAP,IN SERVICE,ATASCOSA,48013,USA,28.7841690000001,-98.287811,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/12/22 00:00:00+00,IMAGERY/OTHER,2017/12/22 00:00:00+00,6,138.0,69.0,Y,Y
-10601013.9397,3472620.2874,68165,300079,TAP300079,GALENA PARK,TX,77029,TAP,IN SERVICE,HARRIS,48201,USA,29.7590879950001,-95.230528492,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/14 00:00:00+00,IMAGERY/OTHER,2015/08/14 00:00:00+00,4,138.0,69.0,N,N
-11308535.3806,4368987.7473,68166,300080,TAP300080,GOODWELL,TX,79040,TAP,IN SERVICE,HANSFORD,48195,USA,36.4952861420001,-101.586301734,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/12 00:00:00+00,IMAGERY/OTHER,2017/04/12 00:00:00+00,3,69.0,69.0,N,N
-10791741.7987,3780507.4182,68168,300082,TAP300082,MILFORD,TX,76670,TAP,IN SERVICE,ELLIS,48139,USA,32.1309140000001,-96.943866,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/06 00:00:00+00,IMAGERY,2018/08/06 00:00:00+00,1,69.0,69.0,N,N
-10597708.9994,3467223.9979,68170,300084,TAP300084,PASADENA,TX,77506,TAP,IN SERVICE,HARRIS,48201,USA,29.716996438,-95.200839708,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/14 00:00:00+00,IMAGERY/OTHER,2015/08/14 00:00:00+00,4,138.0,69.0,Y,Y
-10586373.98,3472617.3184,68172,300086,TAP300086,CHANNELVIEW,TX,77530,TAP,IN SERVICE,HARRIS,48201,USA,29.7590648410001,-95.0990154959999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/08 00:00:00+00,IMAGERY/OTHER,2017/05/08 00:00:00+00,1,138.0,138.0,N,N
-10600805.1398,3471090.6705,68175,300089,TAP300089,GALENA PARK,TX,77029,TAP,IN SERVICE,HARRIS,48201,USA,29.7471586360001,-95.228652811,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/08 00:00:00+00,IMAGERY/OTHER,2017/05/08 00:00:00+00,4,138.0,138.0,N,N
-11347735.7975,4188048.5218,68176,300090,TAP300090,AMARILLO,TX,79124,TAP,IN SERVICE,RANDALL,48381,USA,35.177643898,-101.93844507,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/19 00:00:00+00,IMAGERY/OTHER,2017/04/19 00:00:00+00,4,115.0,69.0,N,N
-11413937.0203,3728391.7879,68181,300095,TAP300095,DOURO,TX,79763,TAP,IN SERVICE,ECTOR,48135,USA,31.7335979000001,-102.533140773,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/04/24 00:00:00+00,IMAGERY/OTHER,2017/04/24 00:00:00+00,4,138.0,138.0,Y,Y
-10586385.7494,3472614.084,68184,300098,TAP300098,CHANNELVIEW,TX,77530,TAP,IN SERVICE,HARRIS,48201,USA,29.759039618,-95.0991212229999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/08 00:00:00+00,IMAGERY/OTHER,2017/05/08 00:00:00+00,1,138.0,138.0,N,N
-10904165.1163,3908025.7748,68185,300099,TAP300099,BRIDGEPORT,TX,76426,TAP,IN SERVICE,JACK,48237,USA,33.0957928440001,-97.953781845,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/09/25 00:00:00+00,IMAGERY,2018/09/25 00:00:00+00,0,138.0,138.0,N,N
-10436106.7497,3511068.2189,68187,300101,TAP300101,ORANGE,TX,77630,TAP,IN SERVICE,ORANGE,48361,USA,30.058473,-93.7491419999999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/28 00:00:00+00,UNVERIFIED,2018/08/28 00:00:00+00,2,138.0,138.0,Y,Y
-10586380.4518,3472616.3724,68188,300102,TAP300102,CHANNELVIEW,TX,77530,TAP,IN SERVICE,HARRIS,48201,USA,29.7590574640001,-95.099073634,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/05/08 00:00:00+00,IMAGERY/OTHER,2017/05/08 00:00:00+00,1,138.0,138.0,Y,Y
-10760730.0809,3895820.3072,68189,300103,TAP300103,PLANO,TX,75074,TAP,IN SERVICE,COLLIN,48085,USA,33.0038900000001,-96.665283,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/10/22 00:00:00+00,IMAGERY,2019/04/22 00:00:00+00,2,138.0,138.0,Y,Y
-10438756.5989,3510358.2755,68190,300104,TAP300104,ORANGE,TX,77630,TAP,IN SERVICE,ORANGE,48361,USA,30.0529530000001,-93.772946,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/08/28 00:00:00+00,IMAGERY,2018/08/28 00:00:00+00,3,138.0,138.0,Y,N
-10557907.297,3923997.6102,68194,300108,UNKNOWN300108,ARGO,TX,75558,SUBSTATION,IN SERVICE,TITUS,48449,USA,33.215910104,-94.8432949319999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/03/17 00:00:00+00,IMAGERY,2021/02/16 00:00:00+00,3,69.0,69.0,Y,Y
-10508410.6195,3957148.7351,68200,300114,UNKNOWN300114,NEW BOSTON,TX,75570,SUBSTATION,IN SERVICE,BOWIE,48037,USA,33.4646994510001,-94.398658713,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/08/05 00:00:00+00,IMAGERY,2015/08/05 00:00:00+00,3,69.0,-999999.0,Y,N
-10670028.6196,3704597.2704,68211,300125,TAP300125,TUCKER,TX,75855,TAP,IN SERVICE,LEON,48289,USA,31.5516249300001,-95.8504979099999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,OpenStreetMap,2015/06/11 00:00:00+00,IMAGERY,2015/06/11 00:00:00+00,2,138.0,138.0,Y,Y
-10708759.0182,3375035.4985,68212,300126,TAP300126,MARKHAM,TX,77456,TAP,NOT AVAILABLE,MATAGORDA,48321,USA,28.9952030000001,-96.1984189999999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"DVOF, GoogleEarth",2018/12/01 00:00:00+00,IMAGERY/OTHER,2020/09/22 00:00:00+00,2,69.0,69.0,Y,Y
-10791544.6518,3351974.5781,68213,300127,TAP300127,VICTORIA,TX,77905,TAP,IN SERVICE,VICTORIA,48469,USA,28.8138500000001,-96.9420949999999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, DVOF",2018/05/01 00:00:00+00,IMAGERY/OTHER,2020/09/23 00:00:00+00,2,69.0,69.0,Y,Y
-11414288.9265,4038889.6437,68214,300128,TAP300128,AMHERST,TX,79312,TAP,IN SERVICE,LAMB,48279,USA,34.075093,-102.536302,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/11/01 00:00:00+00,IMAGERY/OTHER,2020/12/16 00:00:00+00,3,69.0,69.0,Y,Y
-11443801.9499,3898338.1082,68215,300129,UNKNOWN300129,DENVER CITY,TX,79355,SUBSTATION,IN SERVICE,YOAKUM,48501,USA,33.022856,-102.801422,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2013/03/01 00:00:00+00,IMAGERY,2021/01/19 00:00:00+00,1,115.0,69.0,N,N
-11443843.806,3898708.2704,68216,300130,TAP300130,DENVER CITY,TX,79355,TAP,IN SERVICE,YOAKUM,48501,USA,33.0256440000001,-102.801798,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2013/03/01 00:00:00+00,IMAGERY,2020/01/19 00:00:00+00,1,115.0,115.0,N,N
-11439924.5244,3898262.9795,68217,300131,TAP300131,DENVER CITY,TX,79323,TAP,IN SERVICE,YOAKUM,48501,USA,33.022290132,-102.766590494,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2013/03/01 00:00:00+00,IMAGERY/OTHER,2021/01/19 00:00:00+00,3,69.0,69.0,N,N
-10544082.0917,3884826.3038,68218,300132,UNKNOWN300132,LONE STAR,TX,75668,SUBSTATION,IN SERVICE,MORRIS,48343,USA,32.921027,-94.719101,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/06/11 00:00:00+00,IMAGERY,2015/06/11 00:00:00+00,3,69.0,69.0,Y,Y
-10543893.9618,3885029.0734,68219,300133,UNKNOWN300133,LONE STAR,TX,75668,SUBSTATION,IN SERVICE,MORRIS,48343,USA,32.922556,-94.717411,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2015/06/11 00:00:00+00,IMAGERY,2015/06/11 00:00:00+00,3,69.0,69.0,Y,Y
-10542016.3359,3887658.6324,68220,300134,TAP300134,LONE STAR,TX,75668,TAP,NOT AVAILABLE,MORRIS,48343,USA,32.9423820000001,-94.700544,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/03/17 00:00:00+00,IMAGERY/OTHER,2021/02/16 00:00:00+00,2,69.0,69.0,Y,Y
-10538157.8911,3890935.1988,68221,300136,UNKNOWN300136,LONE STAR,TX,75668,SUBSTATION,NOT AVAILABLE,MORRIS,48343,USA,32.9670800000001,-94.665883,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/03/17 00:00:00+00,IMAGERY/OTHER,2021/02/16 00:00:00+00,2,69.0,69.0,Y,N
-10481350.2928,3847540.6945,68222,300137,TAP300137,KARNACK,TX,75661,TAP,IN SERVICE,HARRISON,48203,USA,32.63942358,-94.1555716619999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/04/09 00:00:00+00,UNVERIFIED,2021/02/16 00:00:00+00,3,69.0,69.0,N,N
-10481138.6007,3845462.6851,68223,300138,TAP300138,KARNACK,TX,75661,TAP,IN SERVICE,HARRISON,48203,USA,32.623703,-94.15367,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/04/09 00:00:00+00,UNVERIFIED,2021/02/16 00:00:00+00,3,69.0,69.0,N,N
-10481690.4337,3847492.1022,68224,300139,TAP300139,KARNACK,TX,75661,TAP,IN SERVICE,HARRISON,48203,USA,32.639056,-94.1586272,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019/04/09 00:00:00+00,UNVERIFIED,2021/02/16 00:00:00+00,3,69.0,69.0,N,N
-10514489.1409,3802851.8305,68225,300140,TAP300140,BECKVILLE,TX,75631,TAP,IN SERVICE,PANOLA,48365,USA,32.300735,-94.4532629999999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2008/04/01 00:00:00+00,UNVERIFIED,2021/02/17 00:00:00+00,3,138.0,138.0,N,N
-10648249.5279,3734681.4905,68226,300141,UNKNOWN300141,PALESTINE,TX,75801,SUBSTATION,IN SERVICE,ANDERSON,48001,USA,31.78164,-95.6548529999999,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/03/01 00:00:00+00,IMAGERY,2021/02/17 00:00:00+00,2,69.0,69.0,Y,Y
-10539643.1355,3492111.5534,68232,300147,TAP310938,HANKAMER,TX,77575,SUBSTATION,IN SERVICE,LIBERTY,48291,USA,29.9109743650001,-94.679225178,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/02 00:00:00+00,IMAGERY,2020/09/28 00:00:00+00,0,-999999.0,-999999.0,Y,Y
-11162238.4449,4220490.6877,68233,300149,TAP300149,WHEELER,TX,79096,TAP,NOT AVAILABLE,WHEELER,48483,USA,35.4155030000001,-100.272094,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020/01/13 00:00:00+00,IMAGERY,2017/03/22 00:00:00+00,2,69.0,69.0,Y,Y
-11455347.2282,3889812.7476,68234,300150,TAP300150,DENVER CITY,TX,79323,TAP,IN SERVICE,GAINES,48165,USA,32.9586200000001,-102.905135,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/03/21 00:00:00+00,IMAGERY/OTHER,2021/01/21 00:00:00+00,2,69.0,69.0,N,N
-11406046.72,4031586.9729,68235,300151,TAP300151,AMHERST,TX,79312,TAP,IN SERVICE,LAMB,48279,USA,34.0207380000001,-102.462261,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018/01/02 00:00:00+00,IMAGERY/OTHER,2018/01/02 00:00:00+00,0,69.0,-999999.0,Y,N
-11437497.5931,3991137.2626,68236,300152,TAP300152,MORTON,TX,79346,TAP,NOT AVAILABLE,COCHRAN,48079,USA,33.7190340000001,-102.744789,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/10/07 00:00:00+00,IMAGERY/OTHER,2020/12/17 00:00:00+00,0,69.0,69.0,N,N
-11437611.7555,3991095.7937,68237,300153,UNKNOWN300153,MORTON,TX,79346,SUBSTATION,IN SERVICE,COCHRAN,48079,USA,33.718724147,-102.745814538,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/10/07 00:00:00+00,IMAGERY/OTHER,2020/12/17 00:00:00+00,0,69.0,69.0,N,N
-11450822.5362,4003380.9468,68238,300154,TAP300154,MORTON,TX,79346,TAP,IN SERVICE,COCHRAN,48079,USA,33.8104690000001,-102.864489,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/10/07 00:00:00+00,IMAGERY/OTHER,2020/12/17 00:00:00+00,3,69.0,69.0,N,N
-11437463.1954,3990866.6524,68239,300155,TAP300155,MORTON,TX,79346,TAP,IN SERVICE,COCHRAN,48079,USA,33.7170120000001,-102.74448,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/10/07 00:00:00+00,IMAGERY/OTHER,2020/12/17 00:00:00+00,0,69.0,69.0,N,N
-11445757.2767,4003304.58,68240,300156,TAP300156,MORTON,TX,79346,TAP,IN SERVICE,COCHRAN,48079,USA,33.809899,-102.818987,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2017/10/07 00:00:00+00,IMAGERY/OTHER,2020/12/17 00:00:00+00,0,69.0,69.0,N,N
